name,host_name,neighbourhood_group,neighbourhood,room_type,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,availability_365
Luxury420Airbnb 2 Bedroom with Backyard,Kellan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,45.0,3,2,3.0,0
ENJOY NYC IN  1 BDRM CONDO HEART OF MIDTOWN,Deborah,Manhattan,Theater District,Entire home/apt,1094.0,219.0,30,0,3.0,0
Charming 2-Bedroom Brownstone Garden Level Apt.,Eric,Brooklyn,Bedford-Stuyvesant,Entire home/apt,174.0,35.0,3,117,5.0,232
Large Artsy Bedroom in hip & cool E. Village Apt!,Haffro,Manhattan,East Village,Private room,1105.0,221.0,3,3,4.0,157
Pristine Luxury Loft Near Barclay & Green Building,Ashley,Brooklyn,Gowanus,Entire home/apt,1022.0,204.0,1,18,4.0,0
Highland Park 2 bedroom share,Eric,Brooklyn,Cypress Hills,Private room,216.0,43.0,30,0,2.0,98
"Brooklyn Duplex Townhouse, Deck & Garden","Brian,Gigi & Clementine",Brooklyn,Sunset Park,Entire home/apt,436.0,87.0,4,2,3.0,3
Cozy One Bedroom in a Private House.Safe & Quite.,Pasang,Queens,Woodside,Private room,809.0,162.0,2,30,3.0,242
Private Room In a Beautiful Tree-Lined Brownstone,Joshua,Brooklyn,Bedford-Stuyvesant,Private room,601.0,120.0,30,31,5.0,0
Gorgeous Cozy Getaway In Harlem 1 Block From Train,Kathleen,Manhattan,Harlem,Private room,853.0,171.0,14,3,1.0,125
2 Rooms! Steps from the L train!,Liam,Brooklyn,Bushwick,Private room,1018.0,204.0,2,20,4.0,191
A charming room in a Victorian Home,Marie,Brooklyn,Flatbush,Private room,644.0,129.0,4,8,4.0,364
Whole 2 bedrooms apartment in HK,Carlos,Manhattan,Hell's Kitchen,Entire home/apt,247.0,49.0,3,31,5.0,295
peaceful Fort Greene treetop retreat,Lali,Brooklyn,Fort Greene,Entire home/apt,446.0,89.0,3,118,2.0,197
"Quiet, Cozy, ELEVATOR, Queen Bedroom near Subway!",Mike,Manhattan,Upper East Side,Private room,726.0,145.0,2,61,5.0,0
Comfortable Shared Apt  In Midtown,GÃºney,Manhattan,Hell's Kitchen,Shared room,544.0,109.0,1,59,4.0,362
Entire Duplex In The East Village,Douglas,Manhattan,East Village,Entire home/apt,697.0,139.0,1,0,1.0,0
Cozy room for 1-4 guests in the heart of NYC,Josephine,Manhattan,Hell's Kitchen,Private room,79.0,16.0,4,1,4.0,90
Affordable bedroom in Brooklyn townhouse.,Julie,Brooklyn,East Flatbush,Private room,189.0,38.0,1,168,3.0,18
"GREAT BEDROOM (IN 2 BRS APT)
EXCELLENT LOCATION!!",Tsvika,Manhattan,Upper East Side,Private room,1128.0,226.0,2,88,4.0,107
Gorgeous Private 1BR. 10m to MHTN.,Ido,Queens,Astoria,Entire home/apt,303.0,61.0,14,0,5.0,325
Cozy One Bedroom -Beautiful Terrace,Anthony,Manhattan,Upper West Side,Entire home/apt,51.0,10.0,1,0,2.0,0
NYU/UNION SQRE/EAST VILLAGE-QUIET STUDIO EAST 25TH,Ruchi,Manhattan,Kips Bay,Entire home/apt,1154.0,231.0,30,0,3.0,364
"2 beds in nice rooms, JFK&LGA 15 minutes",Dr. Shirin,Queens,Briarwood,Private room,963.0,193.0,2,38,5.0,365
BRIGHT CHARMING STUDIO ON UPPER EAST SIDE,Inna,Manhattan,Upper East Side,Entire home/apt,560.0,112.0,30,16,4.0,330
"Bright, contemporary Kips Bay Studio apt",Alper Demis,Manhattan,Kips Bay,Entire home/apt,841.0,168.0,3,0,5.0,180
Spacious 1 Bedroom in Washington Heights,Lai-Lin,Manhattan,Washington Heights,Entire home/apt,933.0,187.0,3,4,3.0,0
"Very Clean, Comfortable Room Available",Yakup,Brooklyn,Midwood,Private room,591.0,118.0,1,10,1.0,0
NYC Artists Loft in Chelsea,Michael,Manhattan,Chelsea,Entire home/apt,1029.0,206.0,2,11,3.0,338
Cozy two bedroom nestled in trendy Gramercy,Gabbie,Manhattan,Gramercy,Entire home/apt,1029.0,206.0,7,0,4.0,90
Gorgeous Studio W/ Doorman WasherDryer Elevator,Nathan,Manhattan,Hell's Kitchen,Entire home/apt,1110.0,222.0,30,3,4.0,280
Spacious brownstone parlour,Tyson,Brooklyn,Cobble Hill,Entire home/apt,73.0,15.0,1,2,5.0,337
Great Access! Close to station/5line u can use!!,Momoyo,Queens,Woodside,Private room,1133.0,227.0,30,1,5.0,30
Immaculate Private Apt Under $10 Uber to JFK*,Deborah,Queens,Jamaica,Entire home/apt,640.0,128.0,1,94,5.0,180
McSimon's | Cozy Private Studio | Near NYC,Cynthia And Froebel,Brooklyn,Canarsie,Entire home/apt,406.0,81.0,3,4,3.0,108
"Gorgeous 2bed 2bath on 26flr, 10m from Time Square",Supin,Queens,Long Island City,Entire home/apt,1148.0,230.0,10,0,2.0,0
Room in Brownstone Apartment,Mike,Brooklyn,Park Slope,Private room,205.0,41.0,1,6,3.0,52
Quiet & clean 1br haven with balcony near the park,Danielle,Queens,Astoria,Entire home/apt,493.0,99.0,3,1,3.0,180
Rare Find: Stylish West Village Townhouse,Coco,Manhattan,West Village,Entire home/apt,358.0,72.0,3,19,5.0,0
Cozy Brooklyn Bedroom in Art-Filled Apartment,Shelley,Brooklyn,Windsor Terrace,Private room,506.0,101.0,1,1,5.0,0
Trendy Williamsburg Apartment!,Caroline,Brooklyn,Williamsburg,Private room,1199.0,240.0,2,4,1.0,89
"Bright, spacious 2BR in classic brownstone",Tal & Amarelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,964.0,193.0,28,1,3.0,156
2B+Office Perfect 4 Young Family!!,Kyle,Brooklyn,Prospect Heights,Entire home/apt,315.0,63.0,14,5,5.0,0
ë§¨í•˜íŠ¼ ì†Œí˜¸ ê±°ë¦¬ ì£¼ë³€ 2ì¸ì‹¤,Eunjin,Manhattan,Midtown,Private room,990.0,198.0,2,1,5.0,0
Bright Comfortable Cozy room with skylight for 1,Hughes,Brooklyn,Windsor Terrace,Private room,1113.0,223.0,1,9,3.0,156
Upper West Side Luxury Rental,Kate,Manhattan,Upper West Side,Entire home/apt,913.0,183.0,5,1,2.0,99
Private Room in Luxury Bushwick Apt,Claudio,Brooklyn,Bushwick,Private room,496.0,99.0,3,0,2.0,136
Private room in a loft in trendy Bed Stuy,Katya,Brooklyn,Bedford-Stuyvesant,Private room,1005.0,201.0,30,4,4.0,296
Cozy Brooklyn Apartment,Grace,Brooklyn,Clinton Hill,Entire home/apt,928.0,185.60000000000002,4,8,4.0,0
"Bushwick Brownstone, Long-term Stay",David,Brooklyn,Bedford-Stuyvesant,Private room,848.0,170.0,21,1,2.0,155
Beautiful Sun-Drenched Private Room South Slope,Bridge & Samanta,Brooklyn,Sunset Park,Private room,302.0,60.0,2,0,5.0,61
Unknown Listing,Susy,Brooklyn,Bushwick,Private room,526.0,105.0,2,44,3.0,325
1 bedroom in Nolita with washer/dryer,Saman,Manhattan,Nolita,Entire home/apt,1019.0,204.0,30,1,4.0,0
Fabulous and peaceful retreat in Brooklyn,Danielle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,739.0,148.0,5,24,2.0,215
"Eclectic, relaxing yet steps away from the action",Steve,Manhattan,Washington Heights,Entire home/apt,107.0,21.0,3,10,3.0,188
"Luxury Condo, High Fl, River Views, Balcony, Food",Laurence,Manhattan,Murray Hill,Private room,650.0,130.0,1,23,5.0,363
Harlem apartment with a view,Danyelle,Manhattan,Harlem,Private room,1189.0,238.0,1,1,4.0,0
Heart of the city,Leonardo,Manhattan,Theater District,Entire home/apt,294.0,59.0,4,0,2.0,83
Bedroom #2 in Queens,Norma,Queens,Jamaica,Private room,878.0,176.0,1,22,4.0,177
Private spacious bedroom near JFK Airport,Agraj,Queens,Richmond Hill,Private room,140.0,28.0,1,26,3.0,0
Cozy 1 Bedroom apt right by park!,Tine,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,637.0,127.0,45,1,5.0,188
"Single Bed  room in townhouse, near subway",Susy,Brooklyn,Bushwick,Private room,827.0,165.0,2,106,3.0,349
Private comfy bedrm & bath Brookly NY,Maria,Brooklyn,Bedford-Stuyvesant,Private room,1094.0,219.0,3,0,2.0,0
A Full Night in Eden 08,Richard,Manhattan,Upper West Side,Private room,619.0,124.0,2,12,5.0,89
"Amazing Harlem Apartment on 5th Avenue 
3 bedrooms",Steven,Manhattan,East Harlem,Entire home/apt,348.0,70.0,3,81,5.0,27
NYC Time's Square Luxury Pent House Apartment,Marcus,Manhattan,Midtown,Entire home/apt,385.0,77.0,3,22,4.0,278
Great Location,Sam,Manhattan,Hell's Kitchen,Entire home/apt,1188.0,238.0,1,115,3.0,49
DUMBO couch with A/C near the Brooklyn Bridge,Phillip,Brooklyn,Vinegar Hill,Shared room,764.0,153.0,2,37,1.0,83
Modern 2-Bedroom in the heart of Brooklyn!,Fitzroy,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,217.0,43.0,2,4,4.0,322
"Bright, cozy East Williamsburg home",Hannah,Brooklyn,Williamsburg,Entire home/apt,934.0,187.0,5,39,4.0,227
Penthouse duplex 2 BR with private rooftop (7E),Mayan,Brooklyn,Williamsburg,Entire home/apt,178.0,36.0,30,0,4.0,205
Entire floor private 1 bedroom in Bushwick,Stephanie,Brooklyn,Bushwick,Private room,1114.0,223.0,3,2,4.0,0
Charming apartment nestled in NYC's West Village,Daniel,Manhattan,West Village,Entire home/apt,1076.0,215.0,1,0,5.0,0
sweetheart studio,Helen,Queens,Fresh Meadows,Private room,1082.0,216.0,2,6,5.0,51
Modern Williamsburg Apartment with Manhattan Views,Ari,Brooklyn,Williamsburg,Entire home/apt,1038.0,208.0,2,3,2.0,0
Artist apt in Park Slope w/backyard,Kate,Brooklyn,Park Slope,Entire home/apt,602.0,120.0,30,10,2.0,337
Near transportation private room,Ahmad,Queens,Whitestone,Private room,957.0,191.0,1,0,2.0,365
QUIET OASIS IN THE MIDDLE OF MANHATTAN NYC,Inna,Manhattan,Upper East Side,Entire home/apt,1018.0,204.0,30,11,1.0,261
Beautiful Artist loft,Marcia,Brooklyn,DUMBO,Private room,139.0,28.0,2,78,4.0,17
Peaches Home away from home,Peaches,Queens,Woodhaven,Entire home/apt,1192.0,238.0,3,25,2.0,153
Garden Duplex in trendy South Park Slope,Kevin,Brooklyn,South Slope,Entire home/apt,516.0,103.0,3,6,4.0,56
THE Space,Titus,Brooklyn,East Flatbush,Private room,444.0,89.0,1,2,4.0,178
Spacious 1 BDRM w/ Backyard of DREAMS in Manhattan,Marissa,Manhattan,Harlem,Entire home/apt,1150.0,230.0,4,1,2.0,8
"Prospect Park Historic 2br home near Q,2,5&B Train",Claudia,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,562.0,112.0,6,34,2.0,57
"Brand New Modern Luxury Apt, Room B",Jerry,Brooklyn,Sunset Park,Private room,337.0,67.0,1,32,3.0,292
Clean room with Balcony available.,Marie Louise,Queens,Astoria,Private room,1173.0,235.0,3,22,4.0,188
Unknown Listing,Gray,Brooklyn,Bedford-Stuyvesant,Entire home/apt,729.0,146.0,2,75,4.0,90
"Williamsburg Studio, oudoor patio",Maura,Brooklyn,Williamsburg,Entire home/apt,242.0,48.0,1,0,3.0,90
Sunny 1 bedroom suite in midtown Manhattan,Stanley,Manhattan,Murray Hill,Hotel room,1113.0,223.0,30,2,4.0,364
This is your Happy Place in Brooklyn NYC,Leodelys,Brooklyn,Bushwick,Private room,788.0,158.0,1,0,2.0,8
Lovely House in the Hill/ 2bedrm apt,Kevin,Brooklyn,Fort Greene,Entire home/apt,284.0,57.0,7,43,3.0,53
Nice and fully furnished room in Staten Island,Ely,Staten Island,Port Richmond,Private room,1044.0,209.0,1,63,5.0,343
"Quiet, Private room in Brooklyn Brownstone",Malik,Brooklyn,Bedford-Stuyvesant,Private room,1000.0,200.0,2,1,4.0,4
Park Slope it! Close to Manhattan! Renovated!,Michelle,Brooklyn,Sunset Park,Private room,441.0,88.0,2,7,5.0,0
Private Room in Elevator building in Brooklyn,Sharon,Brooklyn,Flatbush,Private room,1114.0,223.0,1,1,4.0,364
Room in 3 bed apt/w parking- Wburg.,Austin,Brooklyn,Williamsburg,Private room,353.0,71.0,2,0,4.0,0
5 Star Manhattan Luxury St. Regis Hotel King Suite,Alyssa,Manhattan,Midtown,Entire home/apt,69.0,14.0,1,4,3.0,365
Sweet Deal*Harlem2bdrm Apt #1/Sleeps4,London,Manhattan,Harlem,Entire home/apt,389.0,78.0,3,141,4.0,160
Relax at our duplex + backyard,Romi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,883.0,177.0,5,3,4.0,0
The Wielingen,Jimmy,Bronx,Longwood,Private room,672.0,134.0,1,182,5.0,0
Sunny Immaculate Spacious 1-bdrm-1 block to C Park,Debbie,Manhattan,Upper West Side,Entire home/apt,545.0,109.0,7,7,5.0,99
PRIME LOCATION LORIMER L TRAIN,Jose,Brooklyn,Williamsburg,Private room,918.0,184.0,1,15,2.0,325
Comfy Wall Street Apartment,Allie,Manhattan,Financial District,Private room,115.0,23.0,1,3,1.0,0
"Good, clean quite, and private!",Luis Enrique,Brooklyn,Bushwick,Private room,1095.0,219.0,30,6,1.0,137
Brooklyn 3BR Oasis + Yard Featured in Apt Therapy,Jungwon,Brooklyn,Bedford-Stuyvesant,Entire home/apt,506.0,101.0,3,4,2.0,0
Hamilton heights home,Stephanie,Manhattan,Harlem,Entire home/apt,716.0,143.0,1,4,2.0,0
New york,Petra,Queens,Astoria,Private room,762.0,152.0,1,0,4.0,0
Sunny Private Room near the Montrose L,Megan,Brooklyn,Williamsburg,Private room,1177.0,235.0,3,8,5.0,0
Cute Studio in the heart of East Village !,Thomas,Manhattan,East Village,Entire home/apt,698.0,140.0,3,4,2.0,0
student friendly and cozy in Brooklyn!,Ron,Brooklyn,Crown Heights,Private room,460.0,92.0,10,6,5.0,338
Sunny Brooklyn apt. Quick walk to Prospect Park,Sophie,Brooklyn,East Flatbush,Entire home/apt,999.0,200.0,3,4,2.0,12
Come feel at home,Leticia,Manhattan,Harlem,Private room,1091.0,218.0,7,0,3.0,365
LUXURY SUTTON PLACE 2BR 2BATH-DOORMAN/GYM,Pranjal,Manhattan,Midtown,Entire home/apt,72.0,14.0,30,0,4.0,364
"Lovely 3 Bedroom, 2 Bath Flatiron Area Loft",C.E.,Manhattan,Flatiron District,Entire home/apt,1184.0,237.0,5,28,2.0,136
Prime Midtown East Queen Bedroom-Females only,Charlotte,Manhattan,Midtown,Shared room,129.0,26.0,3,6,4.0,0
Large 1 bedroom to yourself. 1 block from subway,Joseph,Queens,Astoria,Entire home/apt,720.0,144.0,5,2,3.0,0
Carroll Gardens Apt  w Magical Manhattan Views,Linsey,Brooklyn,Columbia St,Entire home/apt,459.0,92.0,4,100,2.0,61
"Fun studio apartment in Washington Heights, NYC",Cedric,Manhattan,Washington Heights,Entire home/apt,997.0,199.0,3,6,3.0,0
"NEW Luxury 1BR, Floor to ceiling windows, balcony",Javicia,Brooklyn,Fort Greene,Entire home/apt,1172.0,234.0,25,1,4.0,0
BIG BROOKLYN HOUSE TO LOVE,Amy,Brooklyn,Crown Heights,Entire home/apt,746.0,149.0,7,18,5.0,156
Private RM in Heart of East Village,Natasha,Manhattan,East Village,Private room,87.0,17.0,1,4,3.0,171
"Newly Renovated 3BR Apt,Minutes away from SI Ferry",Ellouise,Staten Island,Randall Manor,Entire home/apt,1025.0,205.0,3,21,3.0,121
Cute Two Bed - East Village,Rachel,Manhattan,East Village,Private room,285.0,57.0,2,37,3.0,6
Private 1BR W/ Private Bathroom in Chinatown,Peter,Manhattan,Two Bridges,Private room,1029.0,206.0,1,103,1.0,239
Sunny Home with Backyard and Garage,Gracie,Queens,Maspeth,Entire home/apt,886.0,177.0,2,1,4.0,76
private bedroom and private bath,Isabelle,Brooklyn,Prospect-Lefferts Gardens,Private room,754.0,151.0,1,1,4.0,90
Modern Private Room-L Train in front of building!,Kaitlyn,Brooklyn,Williamsburg,Private room,76.0,15.0,3,27,4.0,37
Private Room,Claudio,Manhattan,East Harlem,Private room,1113.0,223.0,1,47,3.0,178
Cosy Garden Apartment Williamsburg NY House,Sean,Brooklyn,Williamsburg,Entire home/apt,501.0,100.0,3,7,2.0,86
"Private room in Queens, Ny # 1",Sonia,Queens,Glendale,Private room,1164.0,233.0,1,101,5.0,216
Comfortable & Modern 2 BR in the Heart of Chelsea,Stanislas,Manhattan,Chelsea,Entire home/apt,311.0,62.0,1,11,2.0,0
Beautiful Airy Lower East Side Loft,Casandra,Manhattan,Chinatown,Entire home/apt,253.0,51.0,30,48,4.0,274
East Village Cozy Single Bed - Female Only,Shunan,Manhattan,East Village,Shared room,333.0,67.0,1,1,5.0,0
Artists + Travelers Private Room in Brooklyn,Karlie,Brooklyn,Bedford-Stuyvesant,Private room,848.0,170.0,3,2,3.0,0
Gorgeous luxury place Williamsburg,Ducrot,Brooklyn,Williamsburg,Entire home/apt,994.0,199.0,1,17,2.0,102
Big Beautiful Brooklyn Apt @ Park!,Marc,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,612.0,122.0,3,87,4.0,73
Washington Heights Paradise,Josh,Manhattan,Washington Heights,Shared room,673.0,135.0,1,19,5.0,341
Sweet BR (B) in owner's duplex very near subway,Laura,Brooklyn,East Flatbush,Private room,275.0,55.0,3,1,5.0,170
"Luxurious townhouse, 2bd w/Loft+2bath+High-ceiling",Shola,Brooklyn,Bushwick,Entire home/apt,958.0,192.0,3,5,4.0,17
Charming Cozy Cool 2BR Apartment.,Angel,Bronx,Co-op City,Private room,278.0,56.0,3,2,5.0,242
Magnificent New 2 BR near park Ave,Dino,Manhattan,Midtown,Private room,482.0,96.0,3,9,5.0,90
CHELSEA 1 Bdrm Plus Sleeping Loft!!,Perkins,Manhattan,Chelsea,Entire home/apt,177.0,35.0,365,10,1.0,230
"2 bedroom with yard, 4 mins to LGA",Telmo,Queens,East Elmhurst,Entire home/apt,170.0,34.0,3,102,3.0,248
Sunny Room 15min from Manhattan,Elisabeth,Brooklyn,Williamsburg,Private room,319.0,64.0,1,270,4.0,53
LARGE & CONVENIENT Private Room in Brooklyn,Mamiko,Brooklyn,Bedford-Stuyvesant,Private room,231.0,46.0,4,58,2.0,32
In the center of all Broadway Theater ACTION!,Row NYC,Manhattan,Theater District,Private room,738.0,148.0,1,0,5.0,298
Cosy double bedroom in Brooklyn #1,Sophie,Brooklyn,Bushwick,Private room,935.0,187.0,2,7,5.0,148
Private Ground Floor Studio Apt PLUS Driveway,Kerri & Steve,Queens,Rego Park,Entire home/apt,317.0,63.0,3,146,4.0,234
Beautiful shared apartment,KImberly,Queens,Elmhurst,Shared room,515.0,103.0,2,1,3.0,365
Charming studio close to everything,Christina,Manhattan,Hell's Kitchen,Entire home/apt,981.0,196.0,6,2,2.0,11
Lovely Private Room in Brooklyn!,Tori,Brooklyn,Bedford-Stuyvesant,Private room,267.0,53.0,30,1,3.0,0
Large Room and Apartment in Upper Manhattan,Diane,Manhattan,Washington Heights,Private room,57.0,11.0,2,102,5.0,213
Spacious Upper West Side Studio near Central Park,Kristen,Manhattan,Upper West Side,Entire home/apt,178.0,36.0,5,5,5.0,0
Quiet Spot in Vibrant NYC Neighborhood,Yiska,Manhattan,Harlem,Entire home/apt,1120.0,224.0,3,2,5.0,0
Quality Cozy Studio Next to Subway,Walker,Queens,Elmhurst,Entire home/apt,921.0,184.0,4,60,3.0,270
"Feel Like a Home,Shopping Mall Walking Distance !!",Masum,Queens,Corona,Private room,361.0,72.0,1,5,3.0,337
Large 1 Bedroom Three Blocks from Central Park,Nathan,Manhattan,Upper West Side,Private room,778.0,156.0,1,111,1.0,42
Cozy 1BR with private bathroom. Near everything!,Antonella,Manhattan,Upper West Side,Private room,1123.0,225.0,1,14,5.0,24
ONE STOP TO TIME SQUARE BEAUTIFUL QUIET STUDIO,Natalya,Manhattan,Murray Hill,Entire home/apt,131.0,26.0,1,141,2.0,90
Elegant Stu Suite in  Midtown East  -21,Gordon,Manhattan,Midtown,Entire home/apt,981.0,196.0,30,14,2.0,75
"Penthouse w/Skyline views, gym, rooftop pool & BBQ",Thomas,Brooklyn,Gowanus,Entire home/apt,347.0,69.0,17,1,4.0,23
Cozy private bedroom downtown,Henry D,Manhattan,Two Bridges,Private room,92.0,18.0,1,86,3.0,20
Great studio on Restaurant Row in Harlem,Moya,Manhattan,Harlem,Entire home/apt,315.0,63.0,6,8,3.0,0
Amazing Luxury Apt in the middle of Manhattan,Elsen,Manhattan,Kips Bay,Entire home/apt,1019.0,204.0,1,13,2.0,233
Experience Brownstone Living in Brooklyn!,Lauren,Brooklyn,Bedford-Stuyvesant,Entire home/apt,479.0,96.0,2,20,5.0,357
Brand new Manhattan Apartment sleeps 7!,Rachel,Manhattan,Upper West Side,Entire home/apt,421.0,84.0,30,14,2.0,105
Room in Wonderful and Secure Private House,Cristian,Bronx,Fordham,Private room,813.0,163.0,5,3,3.0,62
Clinton Hill Apartment Single Bedroom ! Pratt ~~,Santiago,Brooklyn,Clinton Hill,Private room,826.0,165.0,2,1,1.0,0
Studio Apartment | UES 74th St 2 minutes walk from Q Line,Dionisio & JC,Manhattan,Upper East Side,Entire home/apt,99.0,20.0,30,1,2.0,331
Beautiful sunny bedroom just off Prospect Park,Sigi,Brooklyn,Prospect-Lefferts Gardens,Private room,544.0,109.0,2,67,1.0,61
Cozy Airy w/Plenty of Sunlight Decatur 3FL RM#3,Joanne,Brooklyn,Bushwick,Private room,933.0,187.0,1,3,5.0,163
Lovely Hell's Kitchen Studio...,Carey,Manhattan,Hell's Kitchen,Entire home/apt,521.0,104.0,30,74,3.0,0
Shoreham Hotel - Best Location for Exploring NYC,Shoreham,Manhattan,Midtown,Entire home/apt,364.0,73.0,1,7,5.0,348
Private room for rent,Ia,Brooklyn,Borough Park,Private room,113.0,23.0,3,0,2.0,363
Amazing Studio in Times Square,Taylor,Manhattan,Hell's Kitchen,Entire home/apt,748.0,150.0,2,35,3.0,0
Large 1BR apt. in luxury West Village building.,Michael,Manhattan,West Village,Entire home/apt,747.0,149.0,30,18,4.0,0
Newly & Comfy Shared room close to Manhattan,Sergii,Brooklyn,Greenpoint,Shared room,766.0,153.0,30,3,3.0,365
Perfect Temporary Brooklyn Home,Andrea,Brooklyn,Crown Heights,Entire home/apt,932.0,186.0,2,121,3.0,16
JFK Comfort.5 Mins from JFK Private Bedroom & Bath,Nalicia,Queens,Springfield Gardens,Private room,830.0,166.0,1,403,4.0,26
3-LvPenthouse NYC skyline Subwy 50m,Rafael,Brooklyn,Carroll Gardens,Entire home/apt,628.0,126.0,4,33,4.0,185
Pulaski House - Private Bed Stuy Studio,Anthony,Brooklyn,Bedford-Stuyvesant,Private room,154.0,31.0,4,9,2.0,41
Lovely 2 Bedroom in Flushing Chinatown,Alan,Queens,Flushing,Entire home/apt,1022.0,204.0,30,4,3.0,319
WaHi Overlook,Cesar,Manhattan,Washington Heights,Private room,632.0,126.0,1,23,2.0,138
Spacious Bushwick Room with 3 Large Windows,Raul,Brooklyn,Bushwick,Private room,80.0,16.0,20,0,4.0,143
Upper East Side Private Room and Bath: A+ location,Mohammad,Manhattan,Upper East Side,Private room,651.0,130.0,3,8,4.0,132
3 Bedroom Luxury Apt. Clean & Great Location!,John,Manhattan,Hell's Kitchen,Entire home/apt,387.0,77.0,30,3,3.0,0
Private Room in Staten Island + Walk-In Closet. #1,Faye,Staten Island,Stapleton,Private room,641.0,128.0,1,56,2.0,351
"Quiet, Modern Studio Near Manhattan & Brooklyn",Stephanie,Queens,Ridgewood,Entire home/apt,1177.0,235.0,1,14,5.0,2
Spacious and sunny Carroll Gardens apartment,Sara,Brooklyn,Carroll Gardens,Entire home/apt,555.0,111.0,2,2,1.0,64
"Private bedroom near M train, 22 min to Manhattan!",Rachel,Queens,Ridgewood,Private room,1017.0,203.0,6,2,5.0,0
"Cozy, Sunny Bedroom available in Crown Heights",Luka,Brooklyn,Crown Heights,Private room,585.0,117.0,2,16,2.0,0
Furnished room in a nice apt 20 mins to Manhattan,Ella,Queens,Rego Park,Private room,790.0,158.0,2,10,4.0,319
Private Room in a Neo Hippie Art Apartment!,Kevin,Brooklyn,Bedford-Stuyvesant,Private room,178.0,36.0,2,21,5.0,100
A Zen Oasis in the East Village,Viramo,Manhattan,East Village,Private room,551.0,110.0,4,3,4.0,0
Sunny and spacious Greenpoint Artists Haven (2 br),Amy,Brooklyn,Greenpoint,Entire home/apt,444.0,89.0,5,13,1.0,159
Cozy Enhanced Rm near PPark! Ideal for long stays!,Chanta,Brooklyn,Flatbush,Private room,1156.0,231.0,4,11,4.0,0
1 Bedroom Loft w/ Private Roof Deck,Foster,Brooklyn,Greenpoint,Entire home/apt,518.0,104.0,2,69,2.0,213
"Large sunny, unique apt in great part of Brooklyn",John,Brooklyn,Clinton Hill,Entire home/apt,1131.0,226.0,2,27,3.0,306
Fall room  ç§‹,George,Queens,Fresh Meadows,Private room,1055.0,211.0,1,20,5.0,38
Studio Loft in Greenpoint,Henry Norman,Brooklyn,Greenpoint,Entire home/apt,442.0,88.0,3,42,4.0,327
Casa de la Luna -Bedford Stuyvesant,Jessica,Brooklyn,Bedford-Stuyvesant,Entire home/apt,817.0,163.0,2,49,2.0,255
The waterview  quiet area and just everything,Duane,Brooklyn,Greenpoint,Entire home/apt,67.0,13.0,2,1,4.0,365
Spacious apartment near Manhattan and JFK Airport,Ellen,Queens,Howard Beach,Entire home/apt,181.0,36.0,2,3,2.0,89
East Williamsburg Bedroom,Alik,Brooklyn,Williamsburg,Private room,900.0,180.0,14,0,1.0,0
Amazing Bedroom in fantastic apartment in Brooklyn,Juan,Brooklyn,Bedford-Stuyvesant,Private room,986.0,197.0,3,4,4.0,0
Bright stay in the heart of Brooklyn,Juliana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,534.0,107.0,3,32,3.0,200
Simple Spacious RM near Queens Center Mall & NYPD,Kazuya,Queens,Elmhurst,Private room,311.0,62.0,30,1,2.0,252
Rego park / corona modern apartment,Grant,Queens,Corona,Entire home/apt,738.0,148.0,2,2,5.0,169
Brooklyn vibes 1 bedroom apartment,Aron,Brooklyn,Bushwick,Entire home/apt,635.0,127.0,1,16,2.0,336
Private 3 Floor Whole Hse/Garden,Melissa,Brooklyn,Carroll Gardens,Entire home/apt,619.0,124.0,6,5,5.0,328
Comfortable place/ close to Manhattan,Monica,Queens,Long Island City,Private room,167.0,33.0,30,3,5.0,89
Great House for Large Groups; Close to Manhattan,Wendy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,761.0,152.0,1,29,5.0,162
LUXURY SUNLIT place in the EAST VILLAGE!,Katherine,Manhattan,Lower East Side,Entire home/apt,350.0,70.0,1,96,2.0,51
Nolita/Soho - Quiet 1 Bedroom in Great Location!,Owen,Manhattan,Nolita,Entire home/apt,78.0,16.0,4,11,1.0,90
Quiet and Secluded Bedroom in East Harlem,Ty,Manhattan,East Harlem,Private room,561.0,112.0,1,15,2.0,0
Surburban Home Near The Pier,Eileen,Brooklyn,Bay Ridge,Entire home/apt,475.0,95.0,3,25,2.0,348
Penthouse Private room w Private Rooftop + ensuite,Leo,Manhattan,East Village,Private room,441.0,88.0,1,14,2.0,264
Landmarked 2bdrm near Fort Greene Park w deck,Bridget,Brooklyn,Clinton Hill,Entire home/apt,478.0,96.0,2,3,4.0,0
Cozy and simple Bedstuy studio right by the train,Ashton,Brooklyn,Bedford-Stuyvesant,Entire home/apt,86.0,17.0,4,5,2.0,106
"Central Park Area Luxury Condo, BEST CITY VIEW",Trinity,Manhattan,Upper West Side,Entire home/apt,1020.0,204.0,3,0,2.0,34
